ID,Name,Alternate_Names,,
http://identifiers.org/so/SO:0005854,gene_cassette_array,['gene cassette array'],0005854,http://identifiers.org/so/SO:0005854
http://identifiers.org/so/SO:0000165,enhancer,"['INSDC_feature:regulatory', 'INSDC_qualifier:enhancer']",0000165,http://identifiers.org/so/SO:0000165
http://identifiers.org/so/SO:0001496,telomeric_repeat,"['INSDC_qualifier:telomeric_repeat', 'INSDC_feature:repeat_region', 'telomeric repeat']",0001496,http://identifiers.org/so/SO:0001496
http://identifiers.org/so/SO:0001012,DNAzyme,"['DNA enzyme', 'deoxyribozyme', 'catalytic DNA']",0001012,http://identifiers.org/so/SO:0001012
http://identifiers.org/so/SO:0001011,PNA_oligo,"['peptide nucleic acid', 'PNA oligo']",0001011,http://identifiers.org/so/SO:0001011
http://identifiers.org/so/SO:0005853,gene_cassette,['gene cassette'],0005853,http://identifiers.org/so/SO:0005853
http://identifiers.org/so/SO:0001495,centromere_DNA_Element_III,"['CDEIII', 'centromere DNA Element III']",0001495,http://identifiers.org/so/SO:0001495
http://identifiers.org/so/SO:0000164,three_prime_cis_splice_site,"['acceptor', 'splice acceptor site', 'acceptor splice site', 'three prime splice site', ""3' splice site""]",0000164,http://identifiers.org/so/SO:0000164
http://identifiers.org/so/SO:0001498,YAC_end,['YAC end'],0001498,http://identifiers.org/so/SO:0001498
http://identifiers.org/so/SO:0000167,promoter,"['INSDC_feature:regulatory', 'promoter sequence', 'INSDC_qualifier:promoter']",0000167,http://identifiers.org/so/SO:0000167
http://identifiers.org/so/SO:0001014,intron_domain,['intron domain'],0001014,http://identifiers.org/so/SO:0001014
http://identifiers.org/so/SO:0005852,gene_subarray,['gene subarray'],0005852,http://identifiers.org/so/SO:0005852
http://identifiers.org/so/SO:0000166,enhancer_bound_by_factor,['enhancer bound by factor'],0000166,http://identifiers.org/so/SO:0000166
http://identifiers.org/so/SO:0005851,gene_array,['gene array'],0005851,http://identifiers.org/so/SO:0005851
http://identifiers.org/so/SO:0001013,MNP,['multiple nucleotide polymorphism'],0001013,http://identifiers.org/so/SO:0001013
http://identifiers.org/so/SO:0001497,X_element,"['X element core sequence', 'X element']",0001497,http://identifiers.org/so/SO:0001497
http://identifiers.org/so/SO:0000161,methylated_adenine,"['methylated A', 'methylated_A', 'methylated adenine residue', 'methylated adenine', 'methylated adenine base']",0000161,http://identifiers.org/so/SO:0000161
http://identifiers.org/so/SO:0005850,primer_binding_site,"['INSDC_feature:primer_bind', 'primer binding site']",0005850,http://identifiers.org/so/SO:0005850
http://identifiers.org/so/SO:0001492,intronic_regulatory_region,['intronic regulatory region'],0001492,http://identifiers.org/so/SO:0001492
http://identifiers.org/so/SO:0000160,lambda_clone,,0000160,http://identifiers.org/so/SO:0000160
http://identifiers.org/so/SO:0001491,finished_genome,"['finished', 'finished genome']",0001491,http://identifiers.org/so/SO:0001491
http://identifiers.org/so/SO:0000163,five_prime_cis_splice_site,"['five prime splice site', ""5' splice site"", 'splice donor site', 'donor', 'donor splice site']",0000163,http://identifiers.org/so/SO:0000163
http://identifiers.org/so/SO:0001494,centromere_DNA_Element_II,"['CDEII', 'centromere DNA Element II']",0001494,http://identifiers.org/so/SO:0001494
http://identifiers.org/so/SO:0001010,i_motif,"['i motif', 'short intercalated motif']",0001010,http://identifiers.org/so/SO:0001010
http://identifiers.org/so/SO:0000162,splice_site,['splice site'],0000162,http://identifiers.org/so/SO:0000162
http://identifiers.org/so/SO:0001493,centromere_DNA_Element_I,"['Centromere DNA Element I', 'CDEI']",0001493,http://identifiers.org/so/SO:0001493
http://identifiers.org/so/SO:0001490,noncontiguous_finished,['non contiguous finished'],0001490,http://identifiers.org/so/SO:0001490
http://identifiers.org/so/SO:0001009,DNA_constraint_sequence,"['DNA constraint sequence', 'DNA constraint']",0001009,http://identifiers.org/so/SO:0001009
http://identifiers.org/so/SO:0001008,tetraloop,,0001008,http://identifiers.org/so/SO:0001008
http://identifiers.org/so/SO:0005849,gene_subarray_member,['gene subarray member'],0005849,http://identifiers.org/so/SO:0005849
http://identifiers.org/so/SO:0005848,gene_cassette_member,['gene cassette member'],0005848,http://identifiers.org/so/SO:0005848
http://identifiers.org/so/SO:0005847,cassette_array_member,['cassette array member'],0005847,http://identifiers.org/so/SO:0005847
http://identifiers.org/so/SO:0000158,fosmid,['fosmid vector'],0000158,http://identifiers.org/so/SO:0000158
http://identifiers.org/so/SO:0001489,annotation_directed_improved_draft,['annotation directed improvement'],0001489,http://identifiers.org/so/SO:0001489
http://identifiers.org/so/SO:0001005,low_complexity_region,['low complexity region'],0001005,http://identifiers.org/so/SO:0001005
http://identifiers.org/so/SO:0001488,improved_high_quality_draft,['improved high quality draft'],0001488,http://identifiers.org/so/SO:0001488
http://identifiers.org/so/SO:0000157,phagemid,['phagemid vector'],0000157,http://identifiers.org/so/SO:0000157
http://identifiers.org/so/SO:0001004,low_complexity,['low complexity'],0001004,http://identifiers.org/so/SO:0001004
http://identifiers.org/so/SO:0005845,exon_of_single_exon_gene,"['exon of single exon gene', 'single_exon', 'singleton exon']",0005845,http://identifiers.org/so/SO:0005845
http://identifiers.org/so/SO:0001007,cryptic_prophage,['cryptic prophage'],0001007,http://identifiers.org/so/SO:0001007
http://identifiers.org/so/SO:0001006,prophage,,0001006,http://identifiers.org/so/SO:0001006
http://identifiers.org/so/SO:0000159,deletion,"['nucleotide_deletion', 'deleted_sequence', 'nucleotide deletion']",0000159,http://identifiers.org/so/SO:0000159
http://identifiers.org/so/SO:0001485,Y_prime_element,"['Y prime element', ""Y' element"", 'INSDC_feature:repeat_region', 'INSDC_qualifier:Y_prime_element']",0001485,http://identifiers.org/so/SO:0001485
http://identifiers.org/so/SO:0000154,PAC,"['P1 artificial chromosome', 'P1']",0000154,http://identifiers.org/so/SO:0000154
http://identifiers.org/so/SO:0001001,rRNA_23S,"['23S rRNA', 'rRNA 23S', '23S ribosomal RNA', '23S LSU rRNA']",0001001,http://identifiers.org/so/SO:0001001
http://identifiers.org/so/SO:0005843,rRNA_cleavage_RNA,['rRNA cleavage RNA'],0005843,http://identifiers.org/so/SO:0005843
http://identifiers.org/so/SO:0001000,rRNA_16S,"['16S ribosomal RNA', 'rRNA 16S', '16S SSU RNA', '16S rRNA']",0001000,http://identifiers.org/so/SO:0001000
http://identifiers.org/so/SO:0000153,BAC,['bacterial artificial chromosome'],0000153,http://identifiers.org/so/SO:0000153
http://identifiers.org/so/SO:0001484,X_element_combinatorial_repeat,"['X element combinatorial repeat', 'INSDC_feature:repeat_region', 'INSDC_qualifier:x_element_combinatorial_repeat']",0001484,http://identifiers.org/so/SO:0001484
http://identifiers.org/so/SO:0000156,cosmid,['cosmid vector'],0000156,http://identifiers.org/so/SO:0000156
http://identifiers.org/so/SO:0001487,high_quality_draft,['high quality draft'],0001487,http://identifiers.org/so/SO:0001487
http://identifiers.org/so/SO:0005841,methylation_guide_snoRNA,['methylation guide snoRNA'],0005841,http://identifiers.org/so/SO:0005841
http://identifiers.org/so/SO:0001003,solo_LTR,['solo LTR'],0001003,http://identifiers.org/so/SO:0001003
http://identifiers.org/so/SO:0001002,rRNA_25S,"['25S LSU rRNA', '25S rRNA', '25S ribosomal RNA', 'rRNA 25S']",0001002,http://identifiers.org/so/SO:0001002
http://identifiers.org/so/SO:0000155,plasmid,['plasmid sequence'],0000155,http://identifiers.org/so/SO:0000155
http://identifiers.org/so/SO:0001486,standard_draft,['standard draft'],0001486,http://identifiers.org/so/SO:0001486
http://identifiers.org/so/SO:0001481,RAPD,['Random Amplification Polymorphic DNA'],0001481,http://identifiers.org/so/SO:0001481
http://identifiers.org/so/SO:0000150,read,,0000150,http://identifiers.org/so/SO:0000150
http://identifiers.org/so/SO:0001480,PAC_end,['PAC end'],0001480,http://identifiers.org/so/SO:0001480
http://identifiers.org/so/SO:0001483,SNV,['single nucleotide variant'],0001483,http://identifiers.org/so/SO:0001483
http://identifiers.org/so/SO:0000152,YAC,['yeast artificial chromosome'],0000152,http://identifiers.org/so/SO:0000152
http://identifiers.org/so/SO:0000151,clone,,0000151,http://identifiers.org/so/SO:0000151
http://identifiers.org/so/SO:0001482,shadow_enhancer,['shadow enhancer'],0001482,http://identifiers.org/so/SO:0001482
http://identifiers.org/so/SO:0005839,,,0005839,http://identifiers.org/so/SO:0005839
http://identifiers.org/so/SO:0005837,U14_snoRNA_primary_transcript,"['4.5S snRNA primary transcript', 'U14 snoRNA primary transcript']",0005837,http://identifiers.org/so/SO:0005837
http://identifiers.org/so/SO:0000147,exon,['INSDC_feature:exon'],0000147,http://identifiers.org/so/SO:0000147
http://identifiers.org/so/SO:0005836,regulatory_region,"['INSDC_feature:regulatory', 'regulatory region', 'INSDC_qualifier:other']",0005836,http://identifiers.org/so/SO:0005836
http://identifiers.org/so/SO:0001478,promoter_trap_construct,['promoter trap construct'],0001478,http://identifiers.org/so/SO:0001478
http://identifiers.org/so/SO:0000146,capped,,0000146,http://identifiers.org/so/SO:0000146
http://identifiers.org/so/SO:0001477,gene_trap_construct,['gene trap construct'],0001477,http://identifiers.org/so/SO:0001477
http://identifiers.org/so/SO:0000149,contig,,0000149,http://identifiers.org/so/SO:0000149
http://identifiers.org/so/SO:0001479,enhancer_trap_construct,['enhancer trap construct'],0001479,http://identifiers.org/so/SO:0001479
http://identifiers.org/so/SO:0000148,supercontig,['scaffold'],0000148,http://identifiers.org/so/SO:0000148
http://identifiers.org/so/SO:0000187,repeat_family,,0000187,http://identifiers.org/so/SO:0000187
http://identifiers.org/so/SO:0001034,miRtron,,0001034,http://identifiers.org/so/SO:0001034
http://identifiers.org/so/SO:0000186,LTR_retrotransposon,"['long terminal repeat retrotransposon', 'LTR retrotransposon']",0000186,http://identifiers.org/so/SO:0000186
http://identifiers.org/so/SO:0001033,chloroplast_DNA,['chloroplast DNA'],0001033,http://identifiers.org/so/SO:0001033
http://identifiers.org/so/SO:0001036,arginyl_tRNA,['arginyl tRNA'],0001036,http://identifiers.org/so/SO:0001036
http://identifiers.org/so/SO:0000189,non_LTR_retrotransposon,['non LTR retrotransposon'],0000189,http://identifiers.org/so/SO:0000189
http://identifiers.org/so/SO:0001035,piRNA,"['INSDC_feature:ncRNA', 'INSDC_qualifier:piRNA', 'piwi-associated RNA']",0001035,http://identifiers.org/so/SO:0001035
http://identifiers.org/so/SO:0000188,intron,['INSDC_feature:intron'],0000188,http://identifiers.org/so/SO:0000188
http://identifiers.org/so/SO:0000183,non_transcribed_region,"['non transcribed region', 'nontranscribed sequence', 'nontranscribed region', 'non-transcribed sequence']",0000183,http://identifiers.org/so/SO:0000183
http://identifiers.org/so/SO:0001030,forward,,0001030,http://identifiers.org/so/SO:0001030
http://identifiers.org/so/SO:0000182,DNA_transposon,"['class II', 'DNA transposon', 'class II transposon']",0000182,http://identifiers.org/so/SO:0000182
http://identifiers.org/so/SO:0001032,mitochondrial_DNA,"['mtDNA', 'mitochondrial DNA']",0001032,http://identifiers.org/so/SO:0001032
http://identifiers.org/so/SO:0000185,primary_transcript,"['primary transcript', 'INSDC_feature:precursor_RNA', 'INSDC_feature:prim_transcript', 'precursor RNA']",0000185,http://identifiers.org/so/SO:0000185
http://identifiers.org/so/SO:0000184,U2_intron,['U2 intron'],0000184,http://identifiers.org/so/SO:0000184
http://identifiers.org/so/SO:0001031,reverse,,0001031,http://identifiers.org/so/SO:0001031
http://identifiers.org/so/SO:0000181,translated_nucleotide_match,['translated nucleotide match'],0000181,http://identifiers.org/so/SO:0000181
http://identifiers.org/so/SO:0000180,retrotransposon,"['class I', 'retrotransposon element', 'class I transposon']",0000180,http://identifiers.org/so/SO:0000180
http://identifiers.org/so/SO:0001027,genotype,,0001027,http://identifiers.org/so/SO:0001027
http://identifiers.org/so/SO:0000179,clone_insert_start,['clone insert start'],0000179,http://identifiers.org/so/SO:0000179
http://identifiers.org/so/SO:0001026,genome,,0001026,http://identifiers.org/so/SO:0001026
http://identifiers.org/so/SO:0001029,direction_attribute,['direction attribute'],0001029,http://identifiers.org/so/SO:0001029
http://identifiers.org/so/SO:0001028,diplotype,,0001028,http://identifiers.org/so/SO:0001028
http://identifiers.org/so/SO:0001023,allele,['allelomorph'],0001023,http://identifiers.org/so/SO:0001023
http://identifiers.org/so/SO:0000176,minus_35_signal,"['-35 signal', 'minus 35 signal', 'INSDC_feature:regulatory', 'INSDC_qualifier:minus_35_signal']",0000176,http://identifiers.org/so/SO:0000176
http://identifiers.org/so/SO:0000175,minus_10_signal,"['Pribnow-Schaller box', 'minus 10 signal', 'Pribnow Schaller box', '-10 signal', 'INSDC_feature:regulatory', 'INSDC_qualifier:minus_10_signal', 'Pribnow box']",0000175,http://identifiers.org/so/SO:0000175
http://identifiers.org/so/SO:0001022,inversion_breakpoint,['inversion breakpoint'],0001022,http://identifiers.org/so/SO:0001022
http://identifiers.org/so/SO:0000178,operon,['INSDC_feature:operon'],0000178,http://identifiers.org/so/SO:0000178
http://identifiers.org/so/SO:0001025,polymorphic_sequence_variant,['polymorphic sequence variant'],0001025,http://identifiers.org/so/SO:0001025
http://identifiers.org/so/SO:0001024,haplotype,,0001024,http://identifiers.org/so/SO:0001024
http://identifiers.org/so/SO:0000177,cross_genome_match,['cross genome match'],0000177,http://identifiers.org/so/SO:0000177
http://identifiers.org/so/SO:0000172,CAAT_signal,"['CAAT box', 'INSDC_qualifier:CAAT_signal', 'CAAT-box', 'CAAT signal', 'INSDC_feature:regulatory']",0000172,http://identifiers.org/so/SO:0000172
http://identifiers.org/so/SO:0000171,RNApol_III_promoter,"['RNApol III promoter', 'polymerase III promoter', 'pol III promoter', 'RNA polymerase C promoter']",0000171,http://identifiers.org/so/SO:0000171
http://identifiers.org/so/SO:0001021,chromosome_breakpoint,"['INSDC_feature:misc_recomb', 'aberration_junction', 'aberration breakpoint', 'chromosome breakpoint', 'INSDC_qualifier:chromosome_breakpoint']",0001021,http://identifiers.org/so/SO:0001021
http://identifiers.org/so/SO:0000174,TATA_box,"['INSDC_feature:regulatory', 'INSDC_qualifier:TATA_box', 'TATA box', 'Goldstein-Hogness box']",0000174,http://identifiers.org/so/SO:0000174
http://identifiers.org/so/SO:0000173,GC_rich_promoter_region,"['INSDC_qualifier:GC_rich_promoter_region', 'GC-rich region', 'INSDC_feature:regulatory', 'GC rich promoter region']",0000173,http://identifiers.org/so/SO:0000173
http://identifiers.org/so/SO:0001020,sequence_variant_affecting_copy_number,"['mutation affecting copy number', 'sequence variant affecting copy number']",0001020,http://identifiers.org/so/SO:0001020
http://identifiers.org/so/SO:0000170,RNApol_II_promoter,"['polymerase II promoter', 'RNA polymerase B promoter', 'pol II promoter', 'RNApol II promoter']",0000170,http://identifiers.org/so/SO:0000170
http://identifiers.org/so/SO:0001019,copy_number_variation,"['copy number variation', 'copy number polymorphism', 'CNP', 'CNV']",0001019,http://identifiers.org/so/SO:0001019
http://identifiers.org/so/SO:0000169,RNApol_I_promoter,"['pol I promoter', 'RNA polymerase A promoter', 'polymerase I promoter', 'RNApol I promoter']",0000169,http://identifiers.org/so/SO:0000169
http://identifiers.org/so/SO:0001016,internal_guide_sequence,"['internal guide sequence', 'IGS']",0001016,http://identifiers.org/so/SO:0001016
http://identifiers.org/so/SO:0005858,syntenic_region,['syntenic region'],0005858,http://identifiers.org/so/SO:0005858
http://identifiers.org/so/SO:0001499,whole_genome_sequence_status,['whole genome sequence status'],0001499,http://identifiers.org/so/SO:0001499
http://identifiers.org/so/SO:0000168,restriction_enzyme_cut_site,,0000168,http://identifiers.org/so/SO:0000168
http://identifiers.org/so/SO:0005857,selenocysteinyl_tRNA,"['selenocysteinyl-transfer ribonucleic acid', 'selenocysteinyl tRNA', 'selenocysteinyl-transfer RNA']",0005857,http://identifiers.org/so/SO:0005857
http://identifiers.org/so/SO:0001015,wobble_base_pair,"['wobble base pair', 'wobble pair']",0001015,http://identifiers.org/so/SO:0001015
http://identifiers.org/so/SO:0001018,epitope,,0001018,http://identifiers.org/so/SO:0001018
http://identifiers.org/so/SO:0005856,selenocysteine_tRNA_primary_transcript,['selenocysteine tRNA primary transcript'],0005856,http://identifiers.org/so/SO:0005856
http://identifiers.org/so/SO:0005855,gene_group,['gene group'],0005855,http://identifiers.org/so/SO:0005855
http://identifiers.org/so/SO:0001017,silent_mutation,['silent mutation'],0001017,http://identifiers.org/so/SO:0001017
http://identifiers.org/so/SO:0001056,splicing_regulatory_region,['splicing regulatory region'],0001056,http://identifiers.org/so/SO:0001056
http://identifiers.org/so/SO:0001055,transcriptional_cis_regulatory_region,"['INSDC_feature:regulatory', 'INSDC_qualifier:transcriptional_cis_regulatory_region', 'transcriptional cis regulatory region', 'transcription-control region']",0001055,http://identifiers.org/so/SO:0001055
http://identifiers.org/so/SO:0001058,promoter_targeting_sequence,['promoter targeting sequence'],0001058,http://identifiers.org/so/SO:0001058
http://identifiers.org/so/SO:0001057,enhanceosome,,0001057,http://identifiers.org/so/SO:0001057
http://identifiers.org/so/SO:0001052,nested_repeat,,0001052,http://identifiers.org/so/SO:0001052
http://identifiers.org/so/SO:0001051,nested_region,,0001051,http://identifiers.org/so/SO:0001051
http://identifiers.org/so/SO:0001054,transposon_fragment,['transposon fragment'],0001054,http://identifiers.org/so/SO:0001054
http://identifiers.org/so/SO:0001053,nested_transposon,,0001053,http://identifiers.org/so/SO:0001053
http://identifiers.org/so/SO:0001050,repeat_fragment,['repeat fragment'],0001050,http://identifiers.org/so/SO:0001050
http://identifiers.org/so/SO:0001049,defective_conjugative_transposon,['defective conjugative transposon'],0001049,http://identifiers.org/so/SO:0001049
http://identifiers.org/so/SO:0001048,inversion_site_part,['inversion site part'],0001048,http://identifiers.org/so/SO:0001048
http://identifiers.org/so/SO:0000198,noncoding_exon,['noncoding exon'],0000198,http://identifiers.org/so/SO:0000198
http://identifiers.org/so/SO:0001045,cointegrated_plasmid,"['cointegrated replicon', 'cointegrated plasmid']",0001045,http://identifiers.org/so/SO:0001045
http://identifiers.org/so/SO:0001044,nuclear_mt_pseudogene,"['NUMT', 'nuclear mt pseudogene', 'nuclear mitochondrial pseudogene']",0001044,http://identifiers.org/so/SO:0001044
http://identifiers.org/so/SO:0000197,three_prime_coding_exon_coding_region,['three prime exon coding region'],0000197,http://identifiers.org/so/SO:0000197
http://identifiers.org/so/SO:0001047,IRRinv_site,['IRRinv site'],0001047,http://identifiers.org/so/SO:0001047
http://identifiers.org/so/SO:0000199,translocation,"['translocated sequence', 'transchr']",0000199,http://identifiers.org/so/SO:0000199
http://identifiers.org/so/SO:0001046,IRLinv_site,['IRLinv site'],0001046,http://identifiers.org/so/SO:0001046
http://identifiers.org/so/SO:0000194,LINE_element,"['LINE', 'Long interspersed element', 'Long interspersed nuclear element', 'LINE element']",0000194,http://identifiers.org/so/SO:0000194
http://identifiers.org/so/SO:0001041,viral_sequence,"['viral sequence', 'virus sequence']",0001041,http://identifiers.org/so/SO:0001041
http://identifiers.org/so/SO:0000193,RFLP_fragment,"['RFLP fragment', 'RFLP', 'restriction fragment length polymorphism']",0000193,http://identifiers.org/so/SO:0000193
http://identifiers.org/so/SO:0001040,integrated_plasmid,['integrated plasmid'],0001040,http://identifiers.org/so/SO:0001040
http://identifiers.org/so/SO:0000196,five_prime_coding_exon_coding_region,['five prime exon coding region'],0000196,http://identifiers.org/so/SO:0000196
http://identifiers.org/so/SO:0001043,attCtn_site,['attCtn site'],0001043,http://identifiers.org/so/SO:0001043
http://identifiers.org/so/SO:0001042,phage_sequence,"['bacteriophage', 'phage', 'phage sequence']",0001042,http://identifiers.org/so/SO:0001042
http://identifiers.org/so/SO:0000195,coding_exon,['coding exon'],0000195,http://identifiers.org/so/SO:0000195
http://identifiers.org/so/SO:0000190,five_prime_intron,"[""5' intron sequence"", 'five prime intron', ""5' intron""]",0000190,http://identifiers.org/so/SO:0000190
http://identifiers.org/so/SO:0000192,three_prime_intron,"[""3' intron sequence"", ""3' intron"", 'three prime intron']",0000192,http://identifiers.org/so/SO:0000192
http://identifiers.org/so/SO:0000191,interior_intron,['interior intron'],0000191,http://identifiers.org/so/SO:0000191
http://identifiers.org/so/SO:0001038,extrachromosomal_mobile_genetic_element,['extrachromosomal mobile genetic element'],0001038,http://identifiers.org/so/SO:0001038
http://identifiers.org/so/SO:0001037,mobile_genetic_element,"['mobile genetic element', 'INSDC_feature:mobile_element', 'MGE']",0001037,http://identifiers.org/so/SO:0001037
http://identifiers.org/so/SO:0001039,integrated_mobile_genetic_element,['integrated mobile genetic element'],0001039,http://identifiers.org/so/SO:0001039
http://identifiers.org/so/SO:0001078,polypeptide_secondary_structure,"['2nary structure', 'polypeptide secondary structure', 'secondary structure', 'secondary_structure', 'secondary structure region']",0001078,http://identifiers.org/so/SO:0001078
http://identifiers.org/so/SO:0001077,transmembrane_polypeptide_region,"['transmem', 'transmembrane polypeptide region', 'transmembrane']",0001077,http://identifiers.org/so/SO:0001077
